poNo,poDate,etaDate,vendor,recDate,status,cutPo,user1,user2,user3,user4,user5,user6,startDate,cancelDate,shipDate,division,shipVia,orderNo,customer,custName,customerPo,parentPoNo,season,grp,category,compType,style,color,podStatus,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,size13,size14,size15,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,totalUnit,price,extPrice,uom,warehouse,podEtaDate,cancelReason,cancelReasonDate,cost,extCost,recQty,balQty,soType,unit1,unit2,unit3,unit4,unit5,unit6,unit7,unit8,unit9,unit10,unit11,unit12,unit13,unit14,unit15
45,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,22,ANTHROPOLOGIE,ANTHROPOLOGIE,6764827,0,SS26,26-Jun,DRESSES,Style,CD1058PT,BROWN,Open,XS PT,S PT,M PT,L PT,XL PT,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,12,10,6,2,0,0,0,0,0,0,0,0,0,0,40,16.5,660,,STANFORD,5/18/2026,,,16.5,660,0,40,NEW,XS PT / 10,S PT / 12,M PT / 10,L PT / 6,XL PT / 2,,,,,,,,,,
46,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,23,ANTHROPOLOGIE,ANTHROPOLOGIE,6764627,0,SS26,26-Jun,DRESSES,Style,CD1025,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,11,11,7,4,0,0,0,0,0,0,0,0,0,0,40,14.2,568,,STANFORD,5/18/2026,,,13.7,548,0,40,NEW,XS / 7,S / 11,M / 11,L / 7,XL / 4,,,,,,,,,,
47,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,24,ANTHROPOLOGIE,ANTHROPOLOGIE,6764628,0,SS26,26-Jun,DRESSES,Style,CD1025,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,9,17,17,11,6,0,0,0,0,0,0,0,0,0,0,60,14.2,852,,STANFORD,5/18/2026,,,13.7,822,0,60,NEW,XS / 9,S / 17,M / 17,L / 11,XL / 6,,,,,,,,,,
48,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,25,ANTHROPOLOGIE,ANTHROPOLOGIE,6764629,0,SS26,26-Jun,DRESSES,Style,CD1025,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,29,27,17,10,0,0,0,0,0,0,0,0,0,0,100,14.2,1420,,STANFORD,5/18/2026,,,13.7,1370,0,100,NEW,XS / 17,S / 29,M / 27,L / 17,XL / 10,,,,,,,,,,
49,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,26,ANTHROPOLOGIE,ANTHROPOLOGIE,6764802,0,SS26,26-Jun,DRESSES,Style,CD1034PL,CREAM,Open,1X,2X,3X,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,STANFORD,5/18/2026,,,0,0,0,16,NEW,1X / 7,2X / 5,3X / 4,,,,,,,,,,,,
50,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,26,ANTHROPOLOGIE,ANTHROPOLOGIE,6764802,0,SS26,26-Jun,DRESSES,Style,CD1034PT,CREAM,Open,XS PT,S PT,M PT,L PT,XL PT,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,6,5,4,1,0,0,0,0,0,0,0,0,0,0,21,0,0,,STANFORD,5/18/2026,,,0,0,0,21,NEW,XS PT / 5,S PT / 6,M PT / 5,L PT / 4,XL PT / 1,,,,,,,,,,
51,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,27,ANTHROPOLOGIE,ANTHROPOLOGIE,6764803,0,SS26,26-Jun,DRESSES,Style,CD1034PL,CREAM,Open,1X,2X,3X,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,22,18,8,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,,STANFORD,5/18/2026,,,0,0,0,48,NEW,1X / 22,2X / 18,3X / 8,,,,,,,,,,,,
52,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,27,ANTHROPOLOGIE,ANTHROPOLOGIE,6764803,0,SS26,26-Jun,DRESSES,Style,CD1034PT,CREAM,Open,XS PT,S PT,M PT,L PT,XL PT,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,9,7,4,1,0,0,0,0,0,0,0,0,0,0,29,0,0,,STANFORD,5/18/2026,,,0,0,0,29,NEW,XS PT / 8,S PT / 9,M PT / 7,L PT / 4,XL PT / 1,,,,,,,,,,
53,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,29,ANTHROPOLOGIE,ANTHROPOLOGIE,6764804,0,SS26,26-Jun,DRESSES,Style,CD1034PL,CREAM,Open,1X,2X,3X,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,15,8,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,,STANFORD,5/18/2026,,,0,0,0,40,NEW,1X / 17,2X / 15,3X / 8,,,,,,,,,,,,
54,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,29,ANTHROPOLOGIE,ANTHROPOLOGIE,6764804,0,SS26,26-Jun,DRESSES,Style,CD1034PT,CREAM,Open,XS PT,S PT,M PT,L PT,XL PT,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,13,15,11,7,4,0,0,0,0,0,0,0,0,0,0,50,0,0,,STANFORD,5/18/2026,,,0,0,0,50,NEW,XS PT / 13,S PT / 15,M PT / 11,L PT / 7,XL PT / 4,,,,,,,,,,
55,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,30,ANTHROPOLOGIE,ANTHROPOLOGIE,6764808,0,SS26,26-Jun,DRESSES,Style,CD1048PL,YELLOW PINK,Open,1X,2X,3X,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,13.8,110.4,,STANFORD,5/18/2026,,,13.8,110.4,0,8,NEW,1X / 3,2X / 3,3X / 2,,,,,,,,,,,,
56,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,30,ANTHROPOLOGIE,ANTHROPOLOGIE,6764808,0,SS26,26-Jun,DRESSES,Style,CD1048PT,YELLOW PINK,Open,XS PT,S PT,M PT,L PT,XL PT,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,9,13.8,124.2,,STANFORD,5/18/2026,,,13.8,124.2,0,9,NEW,XS PT / 2,S PT / 2,M PT / 2,L PT / 2,XL PT / 1,,,,,,,,,,
57,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,31,ANTHROPOLOGIE,ANTHROPOLOGIE,6764809,0,SS26,26-Jun,DRESSES,Style,CD1048PL,YELLOW PINK,Open,1X,2X,3X,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,13,13.8,179.4,,STANFORD,5/18/2026,,,13.8,179.4,0,13,NEW,1X / 6,2X / 5,3X / 2,,,,,,,,,,,,
58,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,31,ANTHROPOLOGIE,ANTHROPOLOGIE,6764809,0,SS26,26-Jun,DRESSES,Style,CD1048PT,YELLOW PINK,Open,XS PT,S PT,M PT,L PT,XL PT,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,12,13.8,165.6,,STANFORD,5/18/2026,,,13.8,165.6,0,12,NEW,XS PT / 3,S PT / 4,M PT / 4,L PT / 1,XL PT / 0,,,,,,,,,,
59,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,32,ANTHROPOLOGIE,ANTHROPOLOGIE,6764810,0,SS26,26-Jun,DRESSES,Style,CD1048PL,YELLOW PINK,Open,1X,2X,3X,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,14,8,0,0,0,0,0,0,0,0,0,0,0,0,39,13.8,538.2,,STANFORD,5/18/2026,,,13.8,538.2,0,39,NEW,1X / 17,2X / 14,3X / 8,,,,,,,,,,,,
60,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,32,ANTHROPOLOGIE,ANTHROPOLOGIE,6764810,0,SS26,26-Jun,DRESSES,Style,CD1048PT,YELLOW PINK,Open,XS PT,S PT,M PT,L PT,XL PT,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,12,9,5,3,0,0,0,0,0,0,0,0,0,0,39,13.8,538.2,,STANFORD,5/18/2026,,,13.8,538.2,0,39,NEW,XS PT / 10,S PT / 12,M PT / 9,L PT / 5,XL PT / 3,,,,,,,,,,
61,4/20/2026,5/18/2026,STENUE,5/15/2026,Closed,PO,P1289,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,33,URBAN OUTFITTERS,URBAN OUTFITTERS,6777815,0,SS26,26-May,DRESSES,Style,CD1060,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,7,6,4,3,0,0,0,0,0,0,0,0,0,0,25,18.5,462.5,,STANFORD,5/18/2026,,,18.5,462.5,25,0,NEW,XS / 5,S / 7,M / 6,L / 4,XL / 3,,,,,,,,,,
62,4/20/2026,5/18/2026,STENUE,5/27/2026,Closed,PO,P1302,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,34,URBAN OUTFITTERS,URBAN OUTFITTERS,6777816,0,SS26,26-May,DRESSES,Style,CD1023,BLUE MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,11,8,5,4,0,0,0,0,0,0,0,0,0,0,35,12.1,423.5,,STANFORD,5/18/2026,,,12.1,423.5,40,-5,NEW,XS / 7,S / 11,M / 8,L / 5,XL / 4,,,,,,,,,,
63,4/20/2026,,STENUE,1/1/1900,Open,PO,,,,,,,5/21/2026,5/26/2026,,ELEVATOR DISCO,                    ,35,URBAN OUTFITTERS,URBAN OUTFITTERS,6777817,0,SS26,26-May,DRESSES,Style,CD1055,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,8,7,4,3,0,0,0,0,0,0,0,0,0,0,28,27,756,,STANFORD,5/18/2026,,,27,756,0,28,NEW,XS / 6,S / 8,M / 7,L / 4,XL / 3,,,,,,,,,,
64,4/20/2026,5/18/2026,STENUE,5/27/2026,Closed,PO,P1291,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,36,URBAN OUTFITTERS,URBAN OUTFITTERS,6777889,0,SS26,26-May,DRESSES,Style,CD1028,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,11,8,5,4,0,0,0,0,0,0,0,0,0,0,35,14.5,507.5,,STANFORD,5/18/2026,,,14.5,507.5,34,1,NEW,XS / 7,S / 11,M / 8,L / 5,XL / 4,,,,,,,,,,
65,4/20/2026,5/18/2026,STENUE,5/28/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,37,URBAN OUTFITTERS,URBAN OUTFITTERS,6777890,0,SS26,26-May,SWEATERS,Style,CD1056,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,10,7,4,3,0,0,0,0,0,0,0,0,0,0,30,13.5,405,,STANFORD,5/18/2026,,,13.5,405,30,0,NEW,XS / 6,S / 10,M / 7,L / 4,XL / 3,,,,,,,,,,
66,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,38,URBAN OUTFITTERS,URBAN OUTFITTERS,6777891,0,SS26,26-May,DRESSES,Style,CD1042,PINK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,12,9,5,4,0,0,0,0,0,0,0,0,0,0,38,15.2,577.6,,STANFORD,5/18/2026,,,15.2,577.6,0,38,.COM,XS / 8,S / 12,M / 9,L / 5,XL / 4,,,,,,,,,,
67,4/20/2026,5/18/2026,STENUE,5/15/2026,Closed,PO,P1290,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,39,URBAN OUTFITTERS,URBAN OUTFITTERS,6777940,0,SS26,26-May,DRESSES,Style,CD1013,LIGHT BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,11,8,5,4,0,0,0,0,0,0,0,0,0,0,35,18.9,661.5,,STANFORD,5/18/2026,,,18.9,661.5,37,-2,NEW,XS / 7,S / 11,M / 8,L / 5,XL / 4,,,,,,,,,,
68,4/20/2026,5/18/2026,STENUE,5/15/2026,Closed,PO,P1297,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,40,URBAN OUTFITTERS,URBAN OUTFITTERS,6777941,0,SS26,26-May,DRESSES,Style,EDX2815V,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,12,9,5,4,0,0,0,0,0,0,0,0,0,0,38,13.8,524.4,,STANFORD,5/18/2026,,,13.8,524.4,37,1,NEW,XS / 8,S / 12,M / 9,L / 5,XL / 4,,,,,,,,,,
69,4/20/2026,5/18/2026,STENUE,5/20/2026,Closed,PO,P1298,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,41,URBAN OUTFITTERS,URBAN OUTFITTERS,6777942,0,SS26,26-May,DRESSES,Style,CD1061,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,7,6,4,3,0,0,0,0,0,0,0,0,0,0,25,22,550,,STANFORD,5/18/2026,,,22,550,25,0,NEW,XS / 5,S / 7,M / 6,L / 4,XL / 3,,,,,,,,,,
70,4/20/2026,5/18/2026,STENUE,5/27/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,42,URBAN OUTFITTERS,URBAN OUTFITTERS,6777971,0,SS26,26-May,SKIRTS,Style,CS1002,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,13,11,6,2,0,0,0,0,0,0,0,0,0,0,40,14.8,592,,STANFORD,5/18/2026,,,14.8,592,35,5,NEW,XS / 8,S / 13,M / 11,L / 6,XL / 2,,,,,,,,,,
71,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,P1306,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,43,URBAN OUTFITTERS,URBAN OUTFITTERS,6777972,0,SS26,26-May,TOPS,Style,CT1002,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,9,15,11,6,4,0,0,0,0,0,0,0,0,0,0,45,8.3,373.5,,STANFORD,5/18/2026,,,8.3,373.5,0,45,NEW,XS / 9,S / 15,M / 11,L / 6,XL / 4,,,,,,,,,,
72,4/20/2026,5/18/2026,STENUE,5/27/2026,Closed,PO,P1307,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,44,URBAN OUTFITTERS,URBAN OUTFITTERS,6777973,0,SS26,26-May,SHORTS,Style,FRP3047,WHITE BLACK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,14,14,6,4,0,0,0,0,0,0,0,0,0,0,45,10.75,483.75,,STANFORD,5/18/2026,,,10.75,483.75,45,0,NEW,XS / 7,S / 14,M / 14,L / 6,XL / 4,,,,,,,,,,
73,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,45,URBAN OUTFITTERS,URBAN OUTFITTERS,6778022,0,SS26,26-Jun,DRESSES,Style,CD1024,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,4,6,5,3,2,0,0,0,0,0,0,0,0,0,0,20,15.6,312,,STANFORD,5/18/2026,,,15.6,312,0,20,NEW,XS / 4,S / 6,M / 5,L / 3,XL / 2,,,,,,,,,,
74,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,46,URBAN OUTFITTERS,URBAN OUTFITTERS,6778023,0,SS26,26-Jun,DRESSES,Style,CD1034,CREAM,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,11,8,5,4,0,0,0,0,0,0,0,0,0,0,35,0,0,,STANFORD,5/18/2026,,,0,0,0,35,NEW,XS / 7,S / 11,M / 8,L / 5,XL / 4,,,,,,,,,,
75,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,47,URBAN OUTFITTERS,URBAN OUTFITTERS,6778024,0,SS26,26-Jun,DRESSES,Style,FRD1787,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,11,8,5,4,0,0,0,0,0,0,0,0,0,0,35,0,0,,STANFORD,5/18/2026,,,0,0,0,35,NEW,XS / 7,S / 11,M / 8,L / 5,XL / 4,,,,,,,,,,
76,4/20/2026,5/18/2026,STENUE,5/15/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,48,URBAN OUTFITTERS,URBAN OUTFITTERS,6778048,0,SS26,26-Jun,TOPS,Style,CT1015,PINK CREAM,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,14,10,5,3,0,0,0,0,0,0,0,0,0,0,40,12.3,492,,STANFORD,5/18/2026,,,12.3,492,39,1,NEW,XS / 8,S / 14,M / 10,L / 5,XL / 3,,,,,,,,,,
77,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,P1301,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,49,URBAN OUTFITTERS,URBAN OUTFITTERS,6778049,0,SS26,26-Jun,SHORTS,Style,CP1010,PINK CREAM,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,13,12,6,3,0,0,0,0,0,0,0,0,0,0,40,11,440,,STANFORD,5/18/2026,,,11,440,0,40,NEW,XS / 6,S / 13,M / 12,L / 6,XL / 3,,,,,,,,,,
78,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,50,URBAN OUTFITTERS,URBAN OUTFITTERS,6778050,0,SS26,26-Jun,DRESSES,Style,CD1041A,BLACK WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,7,5,3,2,0,0,0,0,0,0,0,0,0,0,22,20,440,,STANFORD,5/18/2026,,,20,440,0,22,NEW,XS / 5,S / 7,M / 5,L / 3,XL / 2,,,,,,,,,,
79,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,6/2/2026,6/30/2026,4/20/2026,ELEVATOR DISCO,                    ,51,URBAN OUTFITTERS,URBAN OUTFITTERS,6778100,0,SS26,26-Jun,TOPS,Style,FRT2291,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,14,10,5,3,0,0,0,0,0,0,0,0,0,0,40,13.95,558,,STANFORD,5/18/2026,,,13.95,558,0,40,NEW,XS / 8,S / 14,M / 10,L / 5,XL / 3,,,,,,,,,,
80,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,52,URBAN OUTFITTERS,URBAN OUTFITTERS,6778101,0,SS26,26-Jun,SHORTS,Style,CP1004,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,13,12,6,3,0,0,0,0,0,0,0,0,0,0,40,8.95,358,,STANFORD,5/18/2026,,,8.95,358,0,40,NEW,XS / 6,S / 13,M / 12,L / 6,XL / 3,,,,,,,,,,
81,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,53,URBAN OUTFITTERS,URBAN OUTFITTERS,6778102,0,SS26,26-Jun,DRESSES,Style,CD1040,FUCHSIA,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,10,7,4,3,0,0,0,0,0,0,0,0,0,0,30,0,0,,STANFORD,5/18/2026,,,0,0,0,30,NEW,XS / 6,S / 10,M / 7,L / 4,XL / 3,,,,,,,,,,
82,4/20/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/2/2026,6/23/2026,,ELEVATOR DISCO,MATSON,54,URBAN OUTFITTERS,URBAN OUTFITTERS,6778149,0,SS26,26-Jun,TOPS,Style,SET8341A,BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,14,9,5,3,0,0,0,0,0,0,0,0,0,0,38,14,532,,STANFORD,5/18/2026,,,0,0,0,38,NEW,XS / 7,S / 14,M / 9,L / 5,XL / 3,,,,,,,,,,
83,4/20/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/2/2026,6/23/2026,,ELEVATOR DISCO,MATSON,55,URBAN OUTFITTERS,URBAN OUTFITTERS,6778150,0,SS26,26-Jun,PANTS,Style,SET8341B,BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,11,11,6,4,0,0,0,0,0,0,0,0,0,0,38,13.8,524.4,,STANFORD,5/18/2026,,,0,0,0,38,NEW,XS / 6,S / 11,M / 11,L / 6,XL / 4,,,,,,,,,,
84,4/20/2026,5/18/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,MATSON,56,URBAN OUTFITTERS,URBAN OUTFITTERS,6778151,0,SS26,26-Jun,TOPS,Style,FRT2184B12,SAGE GREEN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,11,8,4,3,0,0,0,0,0,0,0,0,0,0,32,13,416,,STANFORD,5/18/2026,,,0,0,0,32,NEW,XS / 6,S / 11,M / 8,L / 4,XL / 3,,,,,,,,,,
86,4/20/2026,5/18/2026,STENUE,4/23/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,58,NUULY,NUULY,6786271,0,SS26,26-Jun,DRESSES,Style,CD1050,PINK MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,12,27,24,12,4,0,0,0,0,0,0,0,0,0,0,79,14.5,1145.5,,STANFORD,5/18/2026,,,14.5,1145.5,81,-2,NEW,XS / 12,S / 27,M / 24,L / 12,XL / 4,,,,,,,,,,
87,4/20/2026,5/18/2026,STENUE,4/23/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,59,NUULY,NUULY,6786272,0,SS26,26-Jun,DRESSES,Style,CD1050,PINK MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,19,40,36,19,5,0,0,0,0,0,0,0,0,0,0,119,14.5,1725.5,,STANFORD,5/18/2026,,,14.5,1725.5,120,-1,NEW,XS / 19,S / 40,M / 36,L / 19,XL / 5,,,,,,,,,,
88,4/20/2026,5/18/2026,STENUE,4/29/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,62,NUULY,NUULY,6786283,0,SS26,26-May,DRESSES,Style,CD1004,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,29,59,54,28,8,0,0,0,0,0,0,0,0,0,0,178,20.1,3577.8,,STANFORD,5/18/2026,,,20.1,3577.8,174,4,NEW,XS / 29,S / 59,M / 54,L / 28,XL / 8,,,,,,,,,,
89,4/20/2026,5/18/2026,STENUE,4/23/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,64,NUULY,NUULY,6786291,0,SS26,26-May,DRESSES,Style,CD1060,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,12,27,24,12,4,0,0,0,0,0,0,0,0,0,0,79,18.5,1461.5,,STANFORD,5/18/2026,,,18.5,1461.5,79,0,NEW,XS / 12,S / 27,M / 24,L / 12,XL / 4,,,,,,,,,,
90,4/20/2026,5/18/2026,STENUE,5/1/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,65,NUULY,NUULY,6786292,0,SS26,26-May,DRESSES,Style,CD1060,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,19,40,36,19,5,0,0,0,0,0,0,0,0,0,0,119,18.5,2201.5,,STANFORD,5/18/2026,,,18.5,2201.5,109,10,NEW,XS / 19,S / 40,M / 36,L / 19,XL / 5,,,,,,,,,,
91,4/20/2026,5/18/2026,STENUE,4/21/2026,Closed,PO,,,,,,,4/20/2026,5/18/2026,4/20/2026,ELEVATOR DISCO,                    ,66,NUULY,NUULY,6786293,0,SS26,26-May,DRESSES,Style,CD1060,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.5,37,,STANFORD,5/18/2026,,,18.5,37,2,0,NEW,XS / 1,S / 1,M / 0,L / 0,XL / 0,,,,,,,,,,
